n,M_g_per_mol,weight_fraction,Mn,Mw,PDI
155061,4349461.05,9.774629804556975e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
155168,4352462.4,9.760460178161888e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
155276,4355491.8,9.746174255273697e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
155383,4358493.15,9.732036586755272e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
155490,4361494.5,9.717914817920987e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
155598,4364523.9,9.70367718979497e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
155705,4367525.25,9.689587358714786e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
155813,4370554.65,9.675381959807096e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
155921,4373584.05,9.661192745058358e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
156028,4376585.4,9.647150868371126e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
156136,4379614.8,9.632993861038444e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
156244,4382644.2,9.618853026646617e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
156352,4385673.600000001,9.604728361326934e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
156460,4388703.0,9.590619861151788e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
156568,4391732.4,9.576527522135405e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
156676,4394761.8,9.562451340233954e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
156785,4397819.25,9.548261201354792e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
156893,4400848.65,9.534217470826977e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
157001,4403878.05,9.520189884897176e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
157110,4406935.5,9.506048779085866e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
157218,4409964.9,9.492053618859785e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
157327,4413022.350000001,9.477945230108651e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
157436,4416079.8,9.463853268468924e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
157545,4419137.25,9.449777729313669e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
157653,4422166.65,9.435847516116895e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
157762,4425224.100000001,9.421804657261818e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
157871,4428281.55,9.407778206708812e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
157981,4431367.05,9.393639702980116e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
158090,4434424.5,9.379646204829194e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
158199,4437481.95,9.365669100196959e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
158308,4440539.4,9.351708384057605e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
158418,4443624.9,9.337636197498366e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
158527,4446682.350000001,9.323708393279834e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
158637,4449767.850000001,9.309669410064315e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
158746,4452825.3,9.29577449680353e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
158856,4455910.8,9.281768695550983e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
158966,4458996.3,9.267779552830196e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
159076,4462081.8,9.253807063077628e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
159186,4465167.3,9.239851220673985e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
159296,4468252.8,9.22591201994395e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
159406,4471338.3,9.211989455156901e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
159516,4474423.8,9.198083520526912e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
159626,4477509.3,9.184194210213196e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
159736,4480594.8,9.17032151832021e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
159847,4483708.350000001,9.156339550718945e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
159957,4486793.850000001,9.142500228703757e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
160068,4489907.4,9.128551922059448e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
160178,4492992.9,9.114745945467778e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
160289,4496106.45,9.10083127488458e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
160400,4499220.0,9.086933488902164e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
160511,4502333.55,9.073052581075466e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
160622,4505447.100000001,9.0591885449049e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
160733,4508560.65,9.045341373836765e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
160844,4511674.2,9.031511061263413e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
160955,4514787.75,9.017697600523533e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
161066,4517901.3,9.0039009849024e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
161177,4521014.850000001,8.990121207632168e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
161289,4524156.45,8.97623434786985e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
161400,4527270.0,8.962488378328803e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
161512,4530411.600000001,8.94863561682016e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
161623,4533525.15,8.934923427054261e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
161735,4536666.75,8.921104735380462e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
161847,4539808.350000001,8.907303144159788e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
161959,4542949.95,8.893518646063997e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
162070,4546063.5,8.879874081463518e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
162182,4549205.100000001,8.866123594969251e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
162295,4552374.75,8.852267636450694e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
162407,4555516.350000001,8.838551436517647e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
162519,4558657.95,8.824852292280311e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
162631,4561799.55,8.811170196097299e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
162744,4564969.2,8.797383207578026e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
162856,4568110.8,8.783735336416885e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
162969,4571280.45,8.769982862682376e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
163081,4574422.05,8.756369185085573e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
163194,4577591.7,8.742651194191322e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
163307,4580761.350000001,8.728950509166473e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
163420,4583931.0,8.715267121799013e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
163532,4587072.600000001,8.701721886945329e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
163646,4590270.3,8.687952206932917e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
163759,4593439.95,8.674320662755593e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
163872,4596609.600000001,8.660706382878964e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
163985,4599779.25,8.647109358837959e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
164098,4602948.9,8.633529582117824e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
164212,4606146.600000001,8.619847098621295e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
164325,4609316.25,8.60630194324105e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
164439,4612513.95,8.59265436988359e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
164552,4615683.600000001,8.579143800884133e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
164666,4618881.3,8.565531102197999e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
164780,4622079.0,8.551935904160818e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
164894,4625276.7,8.538358197678017e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
165008,4628474.4,8.524797973605522e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
165122,4631672.100000001,8.511255222750225e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
165236,4634869.8,8.497729935870217e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
165350,4638067.5,8.484222103674933e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
165464,4641265.2,8.470731716825564e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
165579,4644490.95,8.457140659271978e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
165693,4647688.65,8.443685287728612e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
165808,4650914.4,8.430129533381772e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
165922,4654112.100000001,8.416709138881246e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
166037,4657337.850000001,8.403188648949268e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
166152,4660563.600000001,8.389685853468834e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
166266,4663761.3,8.376317928154747e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
166381,4666987.05,8.362850338098402e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
166496,4670212.8,8.349400412655218e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
166611,4673438.55,8.335968141755335e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
166726,4676664.3,8.322553515282088e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
166842,4679918.100000001,8.309040104794953e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
166957,4683143.850000001,8.295660889845685e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
167072,4686369.600000001,8.282299288604118e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
167188,4689623.4,8.268839333175675e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
167303,4692849.15,8.255513081333972e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
167419,4696102.95,8.242088761586536e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
167535,4699356.75,8.228682320811427e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
167650,4702582.5,8.215409090653805e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
167766,4705836.3,8.202038221599355e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
167882,4709090.100000001,8.188685199191713e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
167998,4712343.9,8.175350012533148e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
168114,4715597.7,8.162032650680686e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
168230,4718851.5,8.148733102646145e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
168347,4722133.350000001,8.135336936958106e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
168463,4725387.15,8.122073136744504e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
168579,4728640.95,8.108827117020465e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
168696,4731922.8,8.095484907197978e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
168813,4735204.65,8.082160762884434e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
168929,4738458.45,8.068968323338462e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
169046,4741740.3,8.055680121196105e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
169163,4745022.15,8.042409949885551e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
169280,4748304.0,8.029157797726198e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
169397,4751585.850000001,8.015923652993425e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
169514,4754867.7,8.00270750391901e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
169631,4758149.55,7.989509338691308e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
169748,4761431.4,7.976329145455683e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
169865,4764713.25,7.963166912314391e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
169983,4768023.15,7.949910360333738e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
170100,4771305.0,7.93678416476711e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
170218,4774614.9,7.923563933954312e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
170335,4777896.75,7.9104737274509e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
170453,4781206.65,7.897289768708965e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
170571,4784516.55,7.884124004554492e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
170689,4787826.45,7.870976422480764e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
170807,4791136.350000001,7.857847009938876e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
170925,4794446.25,7.844735754337933e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
171043,4797756.15,7.831642643045525e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
171161,4801066.05,7.818567663387864e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
171279,4804375.95,7.805510802649936e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
171398,4807713.9,7.792361627490538e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
171516,4811023.8,7.779341119563066e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
171635,4814361.75,7.766228579218482e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
171753,4817671.65,7.75324437231776e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
171872,4821009.600000001,7.740168414401733e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
171991,4824347.55,7.727110805020619e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
172110,4827685.5,7.714071530844661e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
172228,4830995.4,7.701159921972894e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
172347,4834333.350000001,7.688157124260764e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
172467,4837699.350000001,7.675063585647362e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
172586,4841037.3,7.662097518192429e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
172705,4844375.25,7.649149718694313e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
172824,4847713.2,7.636220173585297e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
172944,4851079.2,7.623200448150571e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
173063,4854417.15,7.61030752407304e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
173183,4857783.15,7.59732469961904e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
173303,4861149.15,7.584360381826221e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
173422,4864487.100000001,7.571522362090688e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
173542,4867853.100000001,7.55859486132483e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
173662,4871219.100000001,7.545685824893998e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
173782,4874585.100000001,7.532795238573551e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
173902,4877951.100000001,7.519923088100946e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
174022,4881317.100000001,7.507069359175799e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
174143,4884711.15,7.494127153741809e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
174263,4888077.15,7.481310378074851e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
174383,4891443.15,7.468511980710993e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
174504,4894837.2,7.455625524035451e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
174625,4898231.25,7.442757723703532e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
174745,4901597.25,7.430014679869718e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
174866,4904991.3,7.417183993648171e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
174987,4908385.350000001,7.404371919120335e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
175108,4911779.4,7.391578441288415e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
175229,4915173.45,7.378803545118498e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
175350,4918567.5,7.366047215540619e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
175471,4921961.55,7.353309437448926e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
175592,4925355.600000001,7.340590195702404e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
175714,4928777.7,7.327784587615454e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
175835,4932171.75,7.31510252587314e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
175957,4935593.850000001,7.302334374099194e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
176078,4938987.9,7.289689430870722e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
176200,4942410.0,7.276958673270656e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
176322,4945832.100000001,7.264246666182457e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
176443,4949226.15,7.251657360944438e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
176565,4952648.25,7.238982654172179e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
176687,4956070.350000001,7.226326650634692e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
176809,4959492.45,7.21368933446156e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
176932,4962942.600000001,7.200967335340122e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
177054,4966364.7,7.188367498997733e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
177176,4969786.8,7.175786302075784e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
177299,4973236.95,7.163120833562838e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
177421,4976659.05,7.150577019889576e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
177544,4980109.2,7.137949208409563e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
177666,4983531.3,7.12544271317845e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
177789,4986981.45,7.112852493262131e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
177912,4990431.600000001,7.100281121078571e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
178035,4993881.75,7.087728580028512e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
178158,4997331.9,7.075194853480388e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
178281,5000782.05,7.062679924770782e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
178404,5004232.2,7.050183777204482e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
178528,5007710.4,7.037605028767616e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
178651,5011160.55,7.025146545627755e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
178775,5014638.75,7.01260573373671e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
178898,5018088.9,7.000184847319997e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
179022,5021567.100000001,6.987681903595715e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
179145,5025017.25,6.97529854595117e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
179269,5028495.45,6.962833401766967e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
179393,5031973.65,6.950387207919299e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
179517,5035451.850000001,6.937959947020462e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
179641,5038930.05,6.925551601652628e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
179765,5042408.25,6.91316215436785e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
179889,5045886.45,6.900791587688879e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
180014,5049392.7,6.88834035022263e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
180138,5052870.9,6.876007644114393e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
180263,5056377.15,6.863594536875848e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
180387,5059855.350000001,6.851299620510603e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
180512,5063361.600000001,6.83892457198389e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
180637,5066867.850000001,6.826568602201247e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
180761,5070346.05,6.814330312741194e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
180886,5073852.3,6.802012293820606e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
181011,5077358.55,6.789713299374456e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
181136,5080864.8,6.777433311208383e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
181262,5084399.100000001,6.765074299609704e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
181387,5087905.350000001,6.752832420993931e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
181512,5091411.600000001,6.740609493762532e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
181638,5094945.9,6.728307943946726e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
181763,5098452.15,6.716123015788315e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
181889,5101986.45,6.703859731758983e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
182014,5105492.7,6.691712728653661e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
182140,5109027.0,6.679487635691501e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
182266,5112561.3,6.667281686105441e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
182392,5116095.600000001,6.655094860986734e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
182518,5119629.9,6.642927141400649e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
182644,5123164.2,6.630778508386521e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
182770,5126698.5,6.618648942958061e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
182897,5130260.850000001,6.606442387029135e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
183023,5133795.15,6.594351050663919e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
183150,5137357.5,6.582182988497013e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
183276,5140891.8,6.570129804341686e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
183403,5144454.15,6.558000158373007e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
183530,5148016.5,6.54588976712262e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
183656,5151550.8,6.533893741843753e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
183783,5155113.15,6.521821649922081e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
183910,5158675.5,6.509768753943197e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
184037,5162237.850000001,6.497735034215824e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
184165,5165828.25,6.485625944125974e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
184292,5169390.600000001,6.473630668337989e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
184419,5172952.95,6.461654509430587e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
184547,5176543.350000001,6.449603373250883e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
184674,5180105.7,6.437665538864037e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
184802,5183696.100000001,6.425652988707855e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
184929,5187258.45,6.413753398895884e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
185057,5190848.850000001,6.401779354097572e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
185185,5194439.25,6.389824607014846e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
185313,5198029.65,6.377889137255628e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
185441,5201620.05,6.365972924406095e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
185569,5205210.45,6.354075948030694e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
185698,5208828.9,6.34210546826464e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
185826,5212419.3,6.330247053329853e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
185954,5216009.7,6.31840781327473e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
186083,5219628.15,6.30649545851199e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
186211,5223218.55,6.294694656038032e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
186340,5226837.0,6.282820997403519e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
186469,5230455.45,6.270966730608871e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
186598,5234073.9,6.259131834566696e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
186727,5237692.350000001,6.247316288169688e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
186856,5241310.8,6.235520070290564e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
186985,5244929.25,6.223743159782388e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
187114,5248547.7,6.211985535478908e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
187243,5252166.15,6.200247176194715e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
187373,5255812.65,6.188437289980223e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
187502,5259431.100000001,6.176737546032331e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
187632,5263077.600000001,6.164966531371632e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
187761,5266696.05,6.153305317133948e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
187891,5270342.55,6.141573087663098e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
188021,5273989.05,6.129860293062765e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
188151,5277635.55,6.118166911520259e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
188281,5281282.05,6.10649292120494e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
188411,5284928.55,6.09483830026876e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
188541,5288575.05,6.08320302684623e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
188672,5292249.600000001,6.071497800454675e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
188802,5295896.100000001,6.059901304800392e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
188932,5299542.600000001,6.048324090793346e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
189063,5303217.15,6.0366773037489704e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
189194,5306891.7,6.025050051403168e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
189324,5310538.2,6.013530846134619e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
189455,5314212.75,6.0019424470519866e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
189586,5317887.3,5.9903735153651034e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
189717,5321561.850000001,5.978824028550833e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
189848,5325236.4,5.967293964070564e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
189979,5328910.95,5.9557832993705716e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
190111,5332613.55,5.944204366595519e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
190242,5336288.100000001,5.9327325813932965e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
190374,5339990.7,5.9211927790312e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
190505,5343665.25,5.909759782243075e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
190637,5347367.850000001,5.898259018456788e-05,1402187.8329780614,2804347.635020272,1.9999800091434317
